"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 22:00","2024","12","13","22:00","-1.7","","-9.3","","56","","","","29","","16","","","","103.39","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-13 23:00","2024","12","13","23:00","-2.1","","-8.6","","61","","","","26","","12","","","","103.44","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 00:00","2024","12","14","00:00","-2.0","","-9.0","","59","","","","28","","12","","","","103.49","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 01:00","2024","12","14","01:00","-2.5","","-9.4","","59","","","","29","","14","","","","103.52","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 02:00","2024","12","14","02:00","-3.2","","-10.5","","57","","","","30","","16","","","","103.60","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 03:00","2024","12","14","03:00","-3.6","","-10.8","","57","","","","28","","18","","","","103.64","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 04:00","2024","12","14","04:00","-4.1","","-10.8","","60","","","","28","","17","","","","103.67","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 05:00","2024","12","14","05:00","-4.5","","-10.0","","65","","","","28","","14","","","","103.72","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 06:00","2024","12","14","06:00","-4.5","","-10.5","","63","","","","29","","18","","","","103.78","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 07:00","2024","12","14","07:00","-4.8","","-10.4","","65","","","","28","","13","","","","103.84","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 08:00","2024","12","14","08:00","-5.0","","-10.3","","67","","","","27","","11","","","","103.88","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 09:00","2024","12","14","09:00","-4.2","","-9.6","","66","","","","28","","14","","","","103.94","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 10:00","2024","12","14","10:00","-3.6","","-9.5","","64","","","","29","","20","","","","103.95","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 11:00","2024","12","14","11:00","-2.3","","-9.0","","60","","","","30","","18","","","","103.91","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 12:00","2024","12","14","12:00","-1.0","","-9.1","","54","","","","30","","20","","","","103.84","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 13:00","2024","12","14","13:00","-0.2","","-9.1","","51","","","","29","","17","","","","103.79","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 14:00","2024","12","14","14:00","0.5","","-9.7","","46","","","","28","","19","","","","103.76","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 15:00","2024","12","14","15:00","0.9","","-10.6","","42","","","","29","","20","","","","103.77","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 16:00","2024","12","14","16:00","0.1","","-11.6","","41","","","","30","","21","","","","103.82","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 17:00","2024","12","14","17:00","-0.5","","-9.8","","50","","","","30","","18","","","","103.91","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 18:00","2024","12","14","18:00","-0.8","","-6.7","","64","","","","33","","23","","","","103.98","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 19:00","2024","12","14","19:00","-1.8","","-8.3","","61","","","","28","","10","","","","104.05","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 20:00","2024","12","14","20:00","-2.1","","-8.0","","64","","","","34","","17","","","","104.10","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 21:00","2024","12","14","21:00","-2.7","","-8.0","","67","","","","33","","13","","","","104.14","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 22:00","2024","12","14","22:00","-2.8","","-8.1","","67","","","","33","","15","","","","104.16","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-14 23:00","2024","12","14","23:00","-2.6","","-6.4","","75","","","","32","","12","","","","104.17","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 00:00","2024","12","15","00:00","-3.6","","-8.5","","69","","","","29","","9","","","","104.17","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 01:00","2024","12","15","01:00","-3.3","","-6.8","","77","","","","30","","10","","","","104.14","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 02:00","2024","12","15","02:00","-4.4","","-7.9","","76","","","","29","","9","","","","104.14","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 03:00","2024","12","15","03:00","-3.3","","-6.6","","78","","","","32","","15","","","","104.16","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 04:00","2024","12","15","04:00","-4.1","","-8.2","","73","","","","33","","16","","","","104.15","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 05:00","2024","12","15","05:00","-4.4","","-8.5","","73","","","","31","","10","","","","104.16","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 06:00","2024","12","15","06:00","-4.8","","-8.5","","75","","","","33","","14","","","","104.15","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 07:00","2024","12","15","07:00","-5.5","","-9.1","","76","","","","34","","9","","","","104.16","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 08:00","2024","12","15","08:00","-5.5","","-9.6","","73","","","","35","","13","","","","104.23","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 09:00","2024","12","15","09:00","-5.3","","-9.4","","73","","","","34","","14","","","","104.25","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 10:00","2024","12","15","10:00","-3.9","","-7.8","","74","","","","33","","12","","","","104.28","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 11:00","2024","12","15","11:00","-2.3","","-7.7","","66","","","","31","","13","","","","104.19","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 12:00","2024","12","15","12:00","-0.7","","-7.7","","59","","","","32","","18","","","","104.07","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 13:00","2024","12","15","13:00","0.8","","-8.1","","51","","","","32","","15","","","","104.02","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 14:00","2024","12","15","14:00","1.0","","-9.1","","47","","","","32","","19","","","","103.97","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 15:00","2024","12","15","15:00","1.6","","-9.2","","44","","","","31","","16","","","","103.95","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 16:00","2024","12","15","16:00","1.2","","-11.9","","37","","","","29","","11","","","","","M","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 17:00","2024","12","15","17:00","0.7","","-10.6","","42","","","","30","","10","","","","103.93","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 18:00","2024","12","15","18:00","0.1","","-9.9","","47","","","","28","","7","","","","103.93","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 19:00","2024","12","15","19:00","-0.2","","-10.3","","47","","","","28","","9","","","","103.93","","","","-3","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 20:00","2024","12","15","20:00","-0.8","","-11.5","","44","","","","29","","9","","","","103.93","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 21:00","2024","12","15","21:00","-1.1","","-11.5","","45","","","","30","","6","","","","103.93","","","","-3","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 22:00","2024","12","15","22:00","-1.1","","-9.7","","52","","","","30","","9","","","","103.86","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-15 23:00","2024","12","15","23:00","-1.3","","-9.2","","55","","","","29","","8","","","","103.80","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 00:00","2024","12","16","00:00","-1.5","","-8.6","","59","","","","31","","7","","","","103.74","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 01:00","2024","12","16","01:00","-1.5","","-6.5","","69","","","","31","","8","","","","103.71","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 02:00","2024","12","16","02:00","-1.7","","-5.3","","76","","","","33","","10","","","","103.71","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 03:00","2024","12","16","03:00","-2.5","","-6.8","","72","","","","29","","7","","","","103.68","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 04:00","2024","12","16","04:00","-2.0","","-6.5","","71","","","","30","","10","","","","103.66","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 05:00","2024","12","16","05:00","-2.5","","-5.6","","79","","","","32","","5","","","","103.63","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 06:00","2024","12","16","06:00","-3.1","","-5.8","","82","","","","25","","6","","","","103.60","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 07:00","2024","12","16","07:00","-3.1","","-4.5","","90","","","","22","","4","","","","103.60","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 08:00","2024","12","16","08:00","-2.7","","-4.3","","88","","","","25","","4","","","","103.61","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 09:00","2024","12","16","09:00","-1.2","","-4.0","","81","","","","26","","10","","","","103.57","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 10:00","2024","12","16","10:00","0.1","","-3.8","","75","","","","25","","6","","","","103.57","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 11:00","2024","12","16","11:00","0.2","","-2.9","","80","","","","34","","10","","","","103.52","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 12:00","2024","12","16","12:00","2.2","","-5.4","","57","","","","28","","13","","","","103.46","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 13:00","2024","12","16","13:00","3.2","","-4.9","","55","","","","28","","10","","","","103.40","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 14:00","2024","12","16","14:00","3.6","","-4.3","","56","","","","26","","12","","","","103.36","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 15:00","2024","12","16","15:00","3.7","","-3.9","","58","","","","25","","11","","","","103.34","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 16:00","2024","12","16","16:00","2.7","","-3.5","","64","","","","26","","11","","","","103.32","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 17:00","2024","12","16","17:00","2.0","","-2.8","","71","","","","22","","10","","","","103.33","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 18:00","2024","12","16","18:00","1.5","","-2.6","","74","","","","21","","8","","","","103.30","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 19:00","2024","12","16","19:00","1.3","","-3.0","","73","","","","24","","5","","","","103.30","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 20:00","2024","12","16","20:00","1.2","","-3.0","","74","","","","","","0","","","","103.27","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 21:00","2024","12","16","21:00","1.5","","-3.0","","72","","","","21","","4","","","","103.24","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 22:00","2024","12","16","22:00","1.0","","-2.8","","76","","","","24","","8","","","","103.24","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-16 23:00","2024","12","16","23:00","0.8","","-2.7","","77","","","","26","","7","","","","103.26","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 00:00","2024","12","17","00:00","0.4","","-2.8","","79","","","","25","","8","","","","103.18","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 01:00","2024","12","17","01:00","0.1","","-2.5","","83","","","","","","0","","","","103.11","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 02:00","2024","12","17","02:00","0.6","","-0.5","","92","","","","","","0","","","","103.03","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 03:00","2024","12","17","03:00","0.6","","-0.6","","92","","","","","","0","","","","103.03","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 04:00","2024","12","17","04:00","2.6","","0.5","","86","","","","17","","6","","","","102.94","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 05:00","2024","12","17","05:00","2.6","","2.1","","97","","","","14","","9","","","","102.84","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 06:00","2024","12","17","06:00","3.8","","3.8","","100","","","","14","","14","","","","102.79","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 07:00","2024","12","17","07:00","4.4","","4.4","","100","","","","15","","13","","","","102.69","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 08:00","2024","12","17","08:00","4.7","","4.7","","100","","","","14","","17","","","","102.56","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 09:00","2024","12","17","09:00","5.8","","5.7","","100","","","","14","","18","","","","102.44","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 10:00","2024","12","17","10:00","6.6","","6.6","","100","","","","14","","19","","","","102.30","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 11:00","2024","12","17","11:00","8.6","","8.6","","100","","","","15","","15","","","","102.12","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 12:00","2024","12","17","12:00","9.9","","9.5","","97","","","","16","","18","","","","101.90","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 13:00","2024","12","17","13:00","10.3","","10.3","","100","","","","17","","18","","","","101.69","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 14:00","2024","12","17","14:00","10.7","","10.6","","100","","","","18","","20","","","","101.53","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 15:00","2024","12","17","15:00","10.3","","10.3","","100","","","","18","","20","","","","101.43","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 16:00","2024","12","17","16:00","10.3","","10.3","","100","","","","21","","14","","","","101.39","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 17:00","2024","12","17","17:00","10.0","","10.0","","100","","","","22","","21","","","","101.35","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 18:00","2024","12","17","18:00","9.7","","9.7","","100","","","","22","","20","","","","101.28","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 19:00","2024","12","17","19:00","9.2","","9.1","","100","","","","23","","12","","","","101.35","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 20:00","2024","12","17","20:00","8.7","","8.7","","100","","","","24","","12","","","","101.43","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 21:00","2024","12","17","21:00","8.3","","8.3","","100","","","","22","","10","","","","101.40","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 22:00","2024","12","17","22:00","8.1","","8.1","","100","","","","23","","10","","","","101.39","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-17 23:00","2024","12","17","23:00","8.1","","8.1","","100","","","","25","","11","","","","101.45","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 00:00","2024","12","18","00:00","8.1","","8.1","","100","","","","26","","9","","","","101.46","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 01:00","2024","12","18","01:00","7.2","","7.2","","100","","","","25","","11","","","","101.49","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 02:00","2024","12","18","02:00","6.5","","6.5","","100","","","","26","","8","","","","101.57","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 03:00","2024","12","18","03:00","6.2","","6.2","","100","","","","26","","7","","","","101.65","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 04:00","2024","12","18","04:00","6.0","","5.4","","96","","","","26","","9","","","","101.71","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 05:00","2024","12","18","05:00","4.8","","4.8","","100","","","","24","","12","","","","101.74","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 06:00","2024","12","18","06:00","4.2","","4.2","","100","","","","24","","14","","","","101.82","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 07:00","2024","12","18","07:00","3.8","","3.8","","100","","","","24","","16","","","","101.89","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 08:00","2024","12","18","08:00","3.7","","3.7","","100","","","","25","","13","","","","101.97","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 09:00","2024","12","18","09:00","4.9","","3.5","","91","","","","25","","10","","","","102.05","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 10:00","2024","12","18","10:00","6.3","","3.1","","80","","","","26","","11","","","","102.09","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 11:00","2024","12","18","11:00","6.9","","2.0","","71","","","","27","","15","","","","102.05","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 12:00","2024","12","18","12:00","7.3","","1.2","","65","","","","27","","14","","","","101.96","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 13:00","2024","12","18","13:00","8.0","","0.4","","59","","","","27","","13","","","","101.90","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 14:00","2024","12","18","14:00","7.9","","1.7","","65","","","","27","","15","","","","101.88","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 15:00","2024","12","18","15:00","7.9","","1.6","","65","","","","26","","14","","","","101.94","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 16:00","2024","12","18","16:00","7.0","","2.6","","74","","","","23","","10","","","","101.97","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 17:00","2024","12","18","17:00","6.1","","2.0","","75","","","","23","","9","","","","101.97","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 18:00","2024","12","18","18:00","5.4","","2.0","","79","","","","22","","6","","","","102.02","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 19:00","2024","12","18","19:00","5.1","","4.5","","96","","","","22","","9","","","","102.04","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 20:00","2024","12","18","20:00","5.1","","5.1","","100","","","","23","","7","","","","102.02","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 21:00","2024","12","18","21:00","4.9","","4.9","","100","","","","23","","6","","","","101.96","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 22:00","2024","12","18","22:00","5.1","","5.0","","100","","","","22","","7","","","","101.95","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-18 23:00","2024","12","18","23:00","5.3","","5.3","","100","","","","21","","9","","","","101.93","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 00:00","2024","12","19","00:00","4.8","","4.8","","100","","","","22","","3","","","","101.84","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 01:00","2024","12","19","01:00","4.5","","4.5","","100","","","","12","","8","","","","101.69","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 02:00","2024","12","19","02:00","4.5","","4.5","","100","","","","15","","8","","","","101.64","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 03:00","2024","12","19","03:00","4.9","","4.9","","100","","","","19","","5","","","","101.61","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 04:00","2024","12","19","04:00","4.9","","4.9","","100","","","","9","","7","","","","101.52","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 05:00","2024","12","19","05:00","5.0","","5.0","","100","","","","14","","7","","","","101.40","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 06:00","2024","12","19","06:00","4.6","","4.6","","100","","","","14","","9","","","","101.29","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 07:00","2024","12","19","07:00","4.6","","4.6","","100","","","","9","","11","","","","101.14","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 08:00","2024","12","19","08:00","4.7","","4.7","","100","","","","11","","11","","","","101.11","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 09:00","2024","12","19","09:00","4.6","","4.6","","100","","","","9","","5","","","","101.03","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 10:00","2024","12","19","10:00","4.8","","4.8","","100","","","","34","","5","","","","100.95","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 11:00","2024","12","19","11:00","4.9","","4.9","","100","","","","33","","7","","","","100.96","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 12:00","2024","12","19","12:00","4.9","","4.9","","100","","","","32","","9","","","","100.91","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 13:00","2024","12","19","13:00","5.3","","5.1","","99","","","","30","","18","","","","100.99","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 14:00","2024","12","19","14:00","5.6","","3.9","","89","","","","29","","20","","","","101.10","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 15:00","2024","12","19","15:00","5.4","","3.2","","86","","","","30","","19","","","","101.26","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 16:00","2024","12","19","16:00","5.1","","2.2","","82","","","","30","","16","","","","101.37","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 17:00","2024","12","19","17:00","4.3","","1.6","","83","","","","30","","14","","","","101.52","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 18:00","2024","12","19","18:00","3.4","","1.7","","88","","","","28","","12","","","","101.72","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 19:00","2024","12","19","19:00","2.8","","1.0","","88","","","","28","","15","","","","101.88","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 20:00","2024","12","19","20:00","2.5","","0.6","","88","","","","26","","13","","","","102.07","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 21:00","2024","12","19","21:00","2.5","","0.5","","87","","","","32","","25","","","","102.14","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 22:00","2024","12","19","22:00","1.4","","-1.1","","83","","","","34","","26","","","","102.19","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-19 23:00","2024","12","19","23:00","0.7","","-3.9","","71","","","","33","","21","","","","102.27","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 00:00","2024","12","20","00:00","-0.3","","-4.5","","73","","","","34","","15","","","","102.33","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 01:00","2024","12","20","01:00","-0.5","","-4.9","","72","","","","35","","12","","","","102.32","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 02:00","2024","12","20","02:00","-0.7","","-4.9","","73","","","","4","","11","","","","102.40","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 03:00","2024","12","20","03:00","-0.8","","-4.7","","75","","","","1","","9","","","","102.53","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 04:00","2024","12","20","04:00","-1.1","","-4.0","","80","","","","33","","13","","","","102.57","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 05:00","2024","12","20","05:00","-1.6","","-4.6","","80","","","","36","","14","","","","102.61","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 06:00","2024","12","20","06:00","-2.0","","-5.4","","77","","","","36","","8","","","","102.65","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 07:00","2024","12","20","07:00","-2.1","","-4.9","","81","","","","35","","15","","","","102.66","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 08:00","2024","12","20","08:00","-2.4","","-5.2","","81","","","","35","","13","","","","102.67","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 09:00","2024","12","20","09:00","-2.3","","-5.1","","81","","","","2","","8","","","","102.67","","","","-5","","NA"
